transaction_id,time_seconds,amount_inr,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,merchant_category,card_type,entry_mode,city_tier,is_foreign,customer_age_group,account_age_months,hour_of_day,Class,notes,reviewed_by
TXN0007397,36843,1330.7,-0.283021,-0.876792,-1.124929,-2.268535,-0.164727,1.080675,0.111389,1.959466,1.525867,-1.456297,2.912751,-0.7478,-0.791314,2.442373,0.502693,-0.662868,-0.314791,0.697209,0.720326,0.929917,-0.523814,-0.342923,0.482139,-1.555002,0.682633,0.234534,-0.625174,0.381866,ATM Withdrawal,Visa,Online,Tier2,0,60+,81.0,10,0,,
TXN0006609,36243,1227.14,0.387,-0.586657,0.639129,1.007175,-0.453683,1.528845,0.786,0.75424,0.635389,0.318329,-1.665635,0.348194,0.700384,0.822512,-0.369595,0.784968,0.897917,-1.184811,0.049996,1.862183,-0.889916,1.174929,-0.485649,-0.021036,0.447319,-0.519124,0.877996,0.951187,Online Shopping,Mastercard,Online,Tier1,0,46-60,24.0,10,0,,
TXN0006381,41117,2365.17,0.747211,-1.404017,0.118183,-2.110758,0.87911,0.659912,0.572491,-0.850722,1.713548,-1.749638,-0.66523,-2.318646,-0.213523,-0.72837,-0.407763,0.475925,-0.098661,-0.373423,1.175551,0.827146,0.235061,0.121222,-0.746083,0.458866,-2.229069,-0.443831,-0.278005,0.067373,Grocery,Visa,Chip,,1,36-45,69.0,11,0,,
TXN0005029,59393,2027.18,0.310096,-1.748077,-1.256124,0.561438,-2.197329,-1.215121,0.204712,-0.692527,-2.033434,0.341164,-0.255643,-0.138974,-0.849939,-0.632083,0.398862,0.800217,-0.767943,-0.255259,0.190003,0.111581,-0.163487,0.128492,-0.313242,1.852494,-1.547051,-1.259193,0.846901,0.394943,Electronics,Visa,Swipe,Tier3,0,18-25,187.0,16,0,,
TXN0001157,31523,1362.59,2.024847,1.189912,-0.505815,0.497455,-1.4371,-0.205791,0.023824,-1.368831,-0.906861,-0.698719,0.408068,0.25807,-0.917331,0.612065,0.014799,1.733208,-1.258752,1.618545,-0.481462,1.583554,0.643796,-1.350792,0.142965,1.450547,-0.733488,1.187629,1.182109,1.558673,Food & Dining,RuPay,Swipe,Tier2,0,26-35,23.0,8,0,,
TXN0001671,33547,343.26,1.056991,0.445608,-0.59733,-0.113969,0.074877,-0.115265,0.462042,-0.372766,-0.848029,-0.871995,0.863537,1.511596,0.226279,-0.204818,0.299807,-1.801063,-0.486317,1.156129,0.597589,-0.412494,0.212227,-0.60089,0.50214,0.809084,0.495241,-0.138147,0.416221,-0.71653,ATM Withdrawal,Mastercard,Contactless,Tier1,0,36-45,215.0,9,0,,
TXN0003380,62810,145.82,0.632942,-1.165231,-0.636285,,0.522157,-0.726536,0.244854,-1.043022,-0.045172,1.016338,0.539496,0.418818,-2.508756,0.135452,0.608694,1.12822,0.09732,-0.250695,0.326988,0.26762,-1.896458,-0.886873,0.753339,0.245996,-0.335578,-0.336522,0.354538,0.95295,Food & Dining,Mastercard,Chip,Tier1,0,46-60,6.0,17,0,,
TXN0005121,50825,0.0,0.558613,-0.163642,1.436175,-0.578742,-0.128644,-0.072448,-1.724355,1.213073,-1.054141,0.950924,-0.579811,0.217762,0.227319,0.720185,1.035688,-0.608493,-0.156033,0.73488,2.335056,0.484955,1.280421,1.532957,-0.811544,-0.164596,-0.198502,0.868663,1.606873,-1.250298,Retail,Visa,Swipe,Tier2,0,18-25,158.0,14,0,,
TXN0003439,56199,392.1,0.348901,-1.522784,-0.7709,-1.624399,1.498589,0.860765,0.603707,-0.719362,0.774858,-1.285381,-0.852363,-1.538315,0.9641,2.388239,0.82586,1.459728,-1.809944,1.017437,-0.568568,-1.153463,1.098634,-0.653454,-0.309529,0.981008,0.800066,-0.462311,-0.603539,0.211132,Electronics,Mastercard,Contactless,,0,36-45,31.0,15,0,,
TXN0005649,47030,,-0.380143,0.098451,1.240074,1.103987,0.577239,-0.29374,-0.560603,0.375528,-1.19776,-0.451858,-0.983036,0.130107,0.337797,-0.724659,0.198671,2.568026,-1.270574,0.500177,0.505794,-1.014296,-0.020129,0.283922,0.411993,-1.246294,-0.90041,0.11845,-2.395548,0.398766,Food & Dining,RuPay,Swipe,Tier2,0,46-60,9.0,13,0,,
TXN0001442,67823,918.92,-2.043795,-0.51752,-1.763077,-0.547885,0.41385,-0.885237,-1.199534,0.860498,0.506514,0.084654,-1.930964,0.38544,0.895833,-0.517739,-1.725975,-0.084059,0.950272,0.340992,-0.420174,0.231048,1.06343,-0.538466,0.68385,-0.265252,0.725322,-0.067464,-0.991292,-2.47294,Online Shopping,Mastercard,,Tier3,0,60+,102.0,18,0,,
TXN0006829,60311,580.96,1.181619,-1.175759,-0.912555,-0.450592,1.98509,-1.536876,-0.657075,1.745414,-0.660358,0.663057,-0.858963,-0.306594,0.126419,0.245559,0.161645,0.066815,-2.295197,0.241416,-1.486028,0.122496,0.486266,0.377637,0.401428,1.102471,0.323143,-0.755027,-1.471895,0.842029,Grocery,RuPay,Chip,Tier1,0,46-60,159.0,16,0,,
TXN0009575,41258,77.85,-1.184914,-0.572193,0.81896,0.95141,-0.250225,0.837993,-0.940518,-1.786537,0.065826,-1.59545,0.861633,0.140702,-0.314886,,0.017994,0.744219,0.248949,-0.74252,1.03481,-0.957456,0.567392,0.357662,1.669467,-0.180736,0.50991,-1.28879,-1.552736,-0.186366,Retail,Visa,Chip,Tier1,0,46-60,25.0,11,0,,
TXN0006974,56767,,-0.506317,0.669029,-0.733866,0.195781,0.043029,-1.204435,0.040987,0.333658,1.453058,-1.119921,-0.679395,0.46569,0.223825,-0.633583,0.760961,0.441902,-0.497905,0.157482,0.224567,0.357606,-1.442477,0.14706,0.96951,-0.792247,-0.214335,-0.047329,-0.922283,-0.116537,,RuPay,Contactless,Tier3,0,18-25,10.0,15,0,,
TXN0006665,47118,1805.55,-0.41813,0.765088,-1.128431,1.159787,-0.802464,-0.474633,-0.823979,0.116249,0.330305,2.069003,-0.874477,-0.71058,-0.948432,0.398916,1.269974,-1.133207,-0.640375,0.42037,0.071638,-0.337675,-0.765798,0.038292,-0.122977,-0.868455,-2.257724,-0.5048,-0.066602,-0.093791,Fuel,RuPay,Online,Tier3,0,18-25,77.0,13,0,,
TXN0007132,65479,450.16,0.330058,-0.166784,0.978087,0.2328,-0.148813,-0.070319,-2.25002,0.669859,0.533071,0.316848,-0.316043,-1.020117,0.011436,0.100817,-1.477094,0.114095,0.676907,1.067489,-0.259991,1.00469,0.351166,0.246791,-0.993739,1.363586,-1.242696,-0.906757,2.174919,0.034545,Retail,Amex,Contactless,Tier2,1,36-45,141.0,18,0,,
TXN0005580,33129,3632.65,1.250792,-0.834104,-1.132471,0.604224,0.073775,-0.136395,-0.817097,1.469314,0.579514,1.783698,0.261761,0.936057,-0.094003,0.485445,-0.068279,1.166683,0.075407,-1.371717,-0.547018,1.675205,-1.314024,-1.330421,-0.179008,0.244657,-0.933412,0.440372,0.719737,-0.104222,Utilities,Visa,Chip,Tier2,0,18-25,129.0,9,0,,
TXN0004181,50858,709.87,-0.430924,0.201205,-0.897396,-0.057563,-0.554551,0.959435,1.000196,-1.883705,-0.043576,0.32194,-1.012365,-0.077938,1.719311,0.416418,-1.267814,0.424092,-0.831203,0.20626,0.463138,-0.812415,0.854107,0.799252,1.339106,0.157519,0.948002,1.581629,-0.793636,-0.045405,Travel,Visa,Online,Tier2,1,60+,58.0,14,0,,
TXN0006596,45942,3220.38,-0.968956,0.670136,0.340217,0.586231,0.28479,0.309084,0.827187,0.823272,-1.186504,-0.497569,-1.198687,1.18753,-2.460312,-0.468153,0.75867,1.139881,0.312132,-0.814529,-0.878674,0.582435,-0.829719,1.6881,-0.470123,-0.849486,-0.231915,0.076979,0.637321,0.132335,Grocery,Visa,Chip,Tier2,0,18-25,61.0,12,0,,
TXN0003308,46830,1126.25,0.405759,-0.554604,-1.07918,-1.307938,-1.506925,0.430691,-0.096433,-0.212076,0.669068,-1.84868,0.375515,-0.950207,-0.118597,0.347672,-1.913885,0.270032,-2.160171,-1.661826,0.867538,0.625597,-0.398769,0.534549,-0.010311,1.147574,-0.062231,0.76313,-0.994925,-0.081037,Fuel,Mastercard,Swipe,,0,60+,74.0,13,0,,
TXN0009182,55090,643.76,0.996905,1.65491,0.439516,-0.240929,-0.993766,-1.336885,-0.523325,-0.153595,0.505932,-0.378338,0.792254,0.347541,0.328505,-1.746703,-0.976429,0.67101,2.745941,2.229141,0.108895,0.346853,0.907832,-3.067938,0.586901,0.495597,-0.054029,-0.119605,-1.117468,-0.352943,ATM Withdrawal,Visa,Online,Tier2,0,26-35,152.0,15,0,,
TXN0009314,52697,1697.67,0.435689,0.777777,0.791542,0.052442,-1.117374,0.141412,0.071435,-1.09878,-1.215364,1.278321,0.090575,-1.671341,0.110906,1.36013,1.245708,-0.408246,-0.295338,-1.842363,1.069321,0.550533,1.204347,-0.450126,-0.090185,-0.2692,-1.269582,-1.178424,1.106159,0.297661,Fuel,Visa,Swipe,Tier3,0,36-45,234.0,14,0,,
TXN0000305,2066,163.16,2.213246,-1.852809,-0.901077,,-0.725236,-0.229023,-2.066922,1.356636,0.590891,-4.330155,4.428475,-5.805802,-0.90521,-14.821863,0.935416,-0.390158,-4.781135,0.065035,1.449581,0.895327,0.361729,2.295351,-0.705147,-0.187722,0.653122,0.844332,-0.878707,-0.033915,ATM Withdrawal,Mastercard,Swipe,Tier1,0,36-45,166.0,0,1,,
TXN0000961,29365,137.12,-1.181086,0.864322,-0.393643,-0.034241,0.366224,0.188944,-0.116147,-0.987409,1.476277,1.375636,1.077502,0.001075,0.546401,-1.080508,-0.03166,-1.722527,-0.5954,0.542625,0.998752,-0.939887,-0.803414,0.382341,-1.814144,1.435237,-0.906024,-0.17482,0.648456,-0.228571,Fuel,Visa,Chip,Tier1,0,26-35,90.0,8,0,,
TXN0006071,33307,1724.36,-0.214442,0.862635,-0.990059,-0.337299,0.221495,1.456169,1.451832,-0.092502,-0.630506,-0.963897,2.084038,0.932392,1.010016,0.692035,-2.612442,0.945536,0.936665,-0.757041,-1.291512,0.820734,0.625087,-0.963678,0.190881,0.167651,-1.45111,1.627261,-2.261772,-0.155408,Fuel,Mastercard,Chip,Tier1,0,60+,27.0,9,0,,
TXN0000625,55172,183.01,-1.240325,0.427991,0.613637,1.410034,-0.492653,-1.358936,0.961016,1.1626,0.368233,0.047921,-0.035176,-1.104948,-2.24182,1.656792,0.012419,0.821605,-0.352159,-0.35171,-0.465632,-0.196046,1.127532,0.133335,1.68145,-1.13341,-0.176798,-0.052828,0.729542,-0.700004,Food & Dining,Mastercard,Online,Tier2,0,46-60,51.0,15,0,,
TXN0006805,77048,2604.43,-1.038224,-0.073799,0.401236,-1.899095,-0.038671,0.813261,1.58521,-1.058699,0.102699,1.287653,-0.545251,-0.52042,0.536735,-0.906925,-0.630336,-1.106177,0.446896,0.301511,0.705479,2.321195,0.221686,-1.264888,-1.012295,-1.008175,0.70118,-1.501582,-0.517348,1.637931,Food & Dining,Amex,Swipe,Tier1,0,60+,193.0,21,0,,
TXN0002408,32239,665.8,0.358164,-0.574991,0.140391,0.906998,0.189233,0.058306,-0.871743,-0.063118,-0.683123,-1.448817,-0.720275,0.403452,-0.566334,0.128508,-0.911506,-0.119817,-2.666052,-0.054992,1.181991,-0.455697,-1.763765,0.125566,0.090357,1.363218,-0.004607,0.447792,-1.453007,2.589828,Online Shopping,Visa,Swipe,Tier1,0,26-35,14.0,8,0,,
TXN0003922,71883,164.19,-0.613969,-0.435585,0.138339,-0.310216,-0.633089,-0.688449,-0.543302,-0.331312,-1.556187,-0.85049,-0.090545,0.216767,0.529484,0.951905,-1.318633,0.003258,0.47966,-1.021234,-0.926508,0.421157,-0.476705,1.713804,0.47811,1.78924,-0.098521,-0.316814,-0.59785,-0.264164,ATM Withdrawal,Visa,Chip,Tier1,0,18-25,162.0,19,0,,
TXN0009724,58885,4309.23,0.122262,1.036216,-0.4464,2.946029,-0.598337,0.310844,-1.127978,-1.208072,2.16588,-0.509423,1.04388,2.652682,-0.874807,0.074925,-1.323682,0.211619,-0.449266,-0.940952,0.66614,-0.703453,1.398592,-0.797836,-0.284639,-1.583316,-0.044832,-0.268368,0.853945,-0.823855,Utilities,Visa,Chip,Tier2,0,46-60,22.0,16,0,,
TXN0002019,58848,501.55,0.349543,0.996843,0.23252,-0.927812,-0.863909,0.261291,0.307471,-1.210514,-1.436777,-0.464992,-0.847198,0.276254,0.558292,0.199391,-0.058815,-0.287062,0.478515,-1.062423,2.162492,-1.266135,0.239858,1.184195,-1.149185,0.115684,2.205344,-0.653638,-0.474076,0.234141,Grocery,Visa,Chip,Tier1,0,26-35,76.0,16,0,,
TXN0002234,51926,2024.97,1.142692,0.234206,-1.04478,-0.688626,0.188361,0.927623,-1.285464,0.141894,-0.674712,-0.02688,-0.581947,-0.132953,-0.974597,1.82605,0.186519,-0.18692,-0.424875,2.576013,0.349697,1.379997,-0.06725,-0.120752,-0.922039,0.171865,0.612062,-1.437232,0.168023,0.307863,Retail,RuPay,Swipe,Tier2,0,18-25,42.0,14,0,,
TXN0005900,33759,2216.88,1.216633,-0.083329,0.260922,1.1508,0.855428,-0.898271,1.928922,-2.466297,1.826128,0.842301,-0.468072,-1.199815,-0.908675,0.402219,0.898559,-0.146284,0.958433,1.757655,0.322437,-0.778865,0.247468,0.608184,-1.493771,0.389911,0.723763,0.871945,0.276131,-0.492216,ATM Withdrawal,Mastercard,Contactless,Tier3,0,46-60,46.0,9,0,,
TXN0001489,72626,1427.94,0.42411,-0.470383,-0.462455,1.088085,1.707215,-0.22481,1.488954,0.90757,0.034215,-0.130479,1.59504,0.31247,2.094911,-1.267345,-0.73776,0.590171,-0.333253,-0.602493,-0.139796,0.269129,0.999163,0.469898,-0.19747,-2.26002,1.031521,-0.658156,-0.522041,0.675265,,Mastercard,Swipe,Tier3,0,46-60,70.0,20,0,,
TXN0000036,6092,156.61,0.753951,0.836445,0.452758,6.423528,-0.679163,-0.119453,-3.24294,0.087625,3.080248,-5.513764,8.705093,-7.571873,-0.066692,-14.708786,1.502953,-0.854054,-2.960104,-0.198582,0.259597,0.772736,0.716737,0.454088,-0.760138,-0.17113,-1.337312,0.978736,0.033993,-1.164152,Online Shopping,Mastercard,Online,Tier1,1,46-60,20.0,1,1,,
TXN0004095,65618,4261.76,-0.355946,1.640455,-1.364262,0.026726,-0.027782,-0.385596,-1.313737,-1.073569,-1.767742,0.24626,-1.671893,0.066817,-0.022758,0.26775,1.016515,0.774608,-0.041205,0.577519,1.576624,0.500158,1.456347,0.808588,0.290128,1.134076,-1.071495,-0.013927,1.665969,-0.990898,Fuel,Mastercard,Online,Tier2,0,18-25,138.0,18,0,,
TXN0005523,77017,50.0,-0.357928,-0.343259,-1.349495,-0.318466,0.058427,1.035534,-0.644349,0.807962,0.541256,0.018937,-0.589632,-0.753796,0.51972,-2.296937,2.255268,0.790451,2.766695,1.303767,-0.166364,-0.633434,0.970704,-0.883663,-0.069274,0.870995,-0.574555,-0.794432,0.447232,-0.700679,Healthcare,Visa,Contactless,Tier1,0,36-45,195.0,21,0,,
TXN0009097,48784,620.76,-1.523144,0.22425,0.730257,1.17302,-1.807567,0.002469,1.098557,0.625917,-0.632935,0.102119,0.079159,-0.678443,1.36535,-2.026304,-0.052526,0.471033,1.150141,-1.320003,-0.799755,-1.311279,0.507438,-0.81432,-0.237396,-0.247091,-0.830242,0.824953,-1.133408,0.083411,Online Shopping,Mastercard,Online,Tier1,0,60+,139.0,13,0,,
TXN0004374,66286,1835.38,0.627604,0.125958,-0.462857,1.363208,-0.365159,-0.633603,1.032746,0.462755,0.461224,-2.243876,1.895733,-0.720765,0.114986,-0.560614,-0.767463,-1.285012,0.1306,1.650322,0.26258,-0.712523,-0.275087,1.211773,-1.616965,-0.151542,-0.348015,-1.252587,0.186255,-0.226885,Electronics,Mastercard,Chip,Tier1,0,46-60,91.0,18,0,,
TXN0009894,46686,,1.065644,0.164505,-1.416196,0.596282,1.956518,-0.450227,-1.041684,0.239261,-1.832447,0.008095,0.535446,0.743336,1.2115,0.498602,0.917165,0.800909,-0.838926,0.12719,0.253054,-1.12873,-0.920855,1.903256,-0.29386,1.167581,0.238618,2.040316,1.213625,-0.517325,Grocery,RuPay,Online,Tier2,0,26-35,47.0,12,0,,
TXN0005641,71087,914.25,0.091499,-1.391194,0.125741,-0.067435,-0.032071,0.626565,-0.119516,-1.182071,0.797936,-0.254024,-0.245983,0.608385,0.783339,-0.037303,1.519677,-1.060888,0.129104,1.453928,-1.053255,0.932945,0.755172,0.596628,0.08915,0.363079,0.480387,-0.183009,1.541023,-0.009742,ATM Withdrawal,Mastercard,Chip,Tier2,0,18-25,169.0,19,0,,
TXN0005810,32702,519.86,-0.500299,0.630402,-0.655209,0.831423,0.753513,0.576368,0.409807,-1.076864,-0.518284,0.376599,-0.597706,-0.003808,-0.063723,-0.490666,0.996807,0.615808,-0.69051,-0.595454,0.310071,-0.415936,-0.684587,1.064561,-0.148411,0.865409,0.493013,-0.97871,-0.080838,0.720793,ATM Withdrawal,Visa,Swipe,Tier1,0,60+,113.0,9,0,,
TXN0007729,53683,5194.2,0.518888,4.8e-05,-0.028152,0.119953,0.142452,0.755945,-0.183432,0.604716,-0.864088,1.40533,-0.898244,1.820827,-2.165358,0.469268,0.058076,-0.956209,-1.403032,0.582025,-2.016864,-1.92739,-0.924283,0.885156,-1.228942,0.521338,-0.870307,0.309826,2.177847,1.766111,Utilities,Amex,Chip,Tier1,0,60+,232.0,14,0,,
TXN0000108,10983,71.76,0.528893,-0.767466,-0.209913,4.384821,-1.445434,0.40669,-3.78184,-1.728447,-0.882604,-6.836765,5.13903,-8.181502,1.252984,-10.876312,0.692219,0.935776,-2.065219,1.079768,-0.303441,-0.536464,0.664008,-0.385429,2.13817,1.054073,-0.557501,-0.168554,-0.140714,-0.750698,Electronics,Visa,Online,Tier1,1,60+,,3,1,,
TXN0005154,80043,1117.96,1.217537,-0.628557,-1.040516,-1.006552,-0.565931,0.894826,0.241228,-1.783948,-0.322411,0.343892,0.493888,-0.759377,0.036942,0.244957,-0.504323,-2.643745,-0.092601,-0.933939,0.517011,-0.131716,-1.463719,0.148568,0.183725,-0.776062,0.395853,-0.32486,1.49515,0.805827,Travel,RuPay,Chip,Tier3,0,36-45,10.0,22,0,,
TXN0005269,69074,2591.17,-0.482113,0.997205,-1.14673,0.85038,-0.715858,-0.881765,1.373985,-1.899458,0.115476,-0.28705,1.034048,1.724753,0.013058,-1.11891,-0.183447,0.471742,1.467325,-0.017163,1.254039,0.937675,-0.89538,-0.037152,-0.071545,-0.613738,0.150737,0.097013,-1.865025,-2.169638,Grocery,Amex,Online,Tier2,0,60+,90.0,19,0,,
TXN0004138,52460,6367.04,1.226447,-0.622235,1.078743,0.355007,1.088306,1.278008,2.008656,-0.023679,-1.442033,2.169842,1.415718,-0.032475,0.279313,0.947959,-0.137929,0.683902,-0.776607,0.942227,0.955724,0.274878,0.479077,-1.394598,-1.127676,0.012807,0.443353,1.09363,0.810938,2.464235,Grocery,RuPay,Chip,Tier1,0,36-45,174.0,14,0,,
